city,state_name,lat,lng,id
Cooperstown,Pennsylvania,41.4998,-79.8736,1840003424
Donora,Pennsylvania,40.1790,-79.8625,1840003650
Duboistown,Pennsylvania,41.2228,-77.0380,1840000628
Haysville,Pennsylvania,40.5268,-80.1561,1840001236
Mainville,Pennsylvania,40.9797,-76.3705,1840005004
Frizzleburg,Pennsylvania,41.0744,-80.4490,1840026378
Sugar Notch,Pennsylvania,41.1935,-75.9314,1840000770
Shamokin,Pennsylvania,40.7883,-76.5550,1840000849
Park Crest,Pennsylvania,40.8192,-76.0601,1840035142
Arlington Heights,Pennsylvania,41.0039,-75.2116,1840034849
Wanamie,Pennsylvania,41.1763,-76.0384,1840035243
Noblestown,Pennsylvania,40.3955,-80.2020,1840026478
Wyano,Pennsylvania,40.2015,-79.6940,1840026440
Monroeville,Pennsylvania,40.4262,-79.7605,1840003631
Honey Brook,Pennsylvania,40.0937,-75.9111,1840001427
Harrisville,Pennsylvania,41.1365,-80.0105,1840000867
Newville,Pennsylvania,40.1702,-77.4015,1840001392
Chewton,Pennsylvania,40.8947,-80.3208,1840026381
Crucible,Pennsylvania,39.9479,-79.9657,1840026587
Pymatuning Central,Pennsylvania,41.5855,-80.4795,1840035155
Milroy,Pennsylvania,40.7164,-77.5871,1840005369
Callimont,Pennsylvania,39.8011,-78.9216,1840001416
Donegal,Pennsylvania,40.1120,-79.3808,1840001134
St. Vincent College,Pennsylvania,40.2914,-79.4054,1840043397
Hummels Wharf,Pennsylvania,40.8308,-76.8410,1840005364
Mundys Corner,Pennsylvania,40.4432,-78.8325,1840026420
Nescopeck,Pennsylvania,41.0519,-76.2115,1840000762
Marion Heights,Pennsylvania,40.8035,-76.4641,1840000844
Wolfdale,Pennsylvania,40.1983,-80.3028,1840005437
Dauberville,Pennsylvania,40.4606,-75.9984,1840034924
Foster Brook,Pennsylvania,41.9793,-78.6063,1840026236
Franklin Park,Pennsylvania,40.5903,-80.0999,1840001198
Susquehanna Trails,Pennsylvania,39.7583,-76.3684,1840035439
Glen Rock,Pennsylvania,39.7935,-76.7307,1840001447
Sturgeon,Pennsylvania,40.3835,-80.2153,1840026480
Lancaster,Pennsylvania,40.0420,-76.3012,1840003718
Churchtown,Pennsylvania,40.1350,-75.9593,1840024331
Wormleysburg,Pennsylvania,40.2606,-76.9097,1840001394
Winfield,Pennsylvania,40.8998,-76.8578,1840024214
Cassville,Pennsylvania,40.2928,-78.0272,1840001065
Queens Gate,Pennsylvania,39.9406,-76.6874,1840040526
Dunmore,Pennsylvania,41.4152,-75.6072,1840003381
Grampian,Pennsylvania,40.9646,-78.6114,1840003495
Ardmore,Pennsylvania,40.0032,-75.2947,1840005455
Clarks Summit,Pennsylvania,41.4902,-75.7065,1840003378
Soudersburg,Pennsylvania,40.0151,-76.1529,1840035200
Van Voorhis,Pennsylvania,40.1598,-79.9731,1840024316
Pringle,Pennsylvania,41.2773,-75.9014,1840000768
West Mayfield,Pennsylvania,40.7802,-80.3387,1840001032
Levittown,Pennsylvania,40.1537,-74.8530,1840005408
Mexico,Pennsylvania,40.5416,-77.3582,1840005384
Cassandra,Pennsylvania,40.4085,-78.6407,1840001103
Amity Gardens,Pennsylvania,40.2719,-75.7321,1840035418
Dewart,Pennsylvania,41.1099,-76.8706,1840026370
Rome,Pennsylvania,41.8575,-76.3414,1840000516
South Coatesville,Pennsylvania,39.9690,-75.8135,1840001434
Coplay,Pennsylvania,40.6710,-75.4961,1840001047
Martinsburg,Pennsylvania,40.3109,-78.3242,1840001084
Lebanon South,Pennsylvania,40.3280,-76.4066,1840073702
Belfast,Pennsylvania,40.7833,-75.2755,1840005204
Clarksville,Pennsylvania,39.9745,-80.0440,1840000718
Jefferson,Pennsylvania,39.8156,-76.8410,1840001452
Altamont,Pennsylvania,40.7850,-76.2170,1840034842
Souderton,Pennsylvania,40.3110,-75.3223,1840001378
Conashaugh Lakes,Pennsylvania,41.3040,-74.9937,1840035391
Conneautville,Pennsylvania,41.7572,-80.3685,1840000555
Red Lion,Pennsylvania,39.8986,-76.6078,1840001461
Eyers Grove,Pennsylvania,41.0934,-76.5188,1840034956
Schwenksville,Pennsylvania,40.2573,-75.4662,1840001377
Salisbury,Pennsylvania,39.7535,-79.0842,1840003745
Ben Avon,Pennsylvania,40.5058,-80.0814,1840001204
Wylandville,Pennsylvania,40.2099,-80.1263,1840026505
Old Orchard,Pennsylvania,40.6575,-75.2609,1840035433
Swarthmore,Pennsylvania,39.9022,-75.3488,1840000712
Avella,Pennsylvania,40.2737,-80.4672,1840024307
Seneca,Pennsylvania,41.3770,-79.7073,1840004886
Newmanstown,Pennsylvania,40.3514,-76.2117,1840005428
Jeddo,Pennsylvania,40.9903,-75.8961,1840000755
Muse,Pennsylvania,40.2924,-80.2055,1840026507
Rural Valley,Pennsylvania,40.7991,-79.3149,1840000879
Lawrence Park,Pennsylvania,42.1506,-80.0230,1840004696
Forksville,Pennsylvania,41.4896,-76.6028,1840003437
Petersburg,Pennsylvania,40.5725,-78.0507,1840001074
Orbisonia,Pennsylvania,40.2429,-77.8930,1840001073
Bigler,Pennsylvania,40.9888,-78.3097,1840026355
Millheim,Pennsylvania,40.8936,-77.4765,1840000826
Easton,Pennsylvania,40.6858,-75.2209,1840000970
Silverdale,Pennsylvania,40.3473,-75.2718,1840001314
Olyphant,Pennsylvania,41.4507,-75.5753,1840003388
Mercer,Pennsylvania,41.2265,-80.2358,1840000735
New Albany,Pennsylvania,41.6003,-76.4445,1840000515
Coalmont,Pennsylvania,40.2114,-78.2000,1840001066
Pine Grove Mills,Pennsylvania,40.7315,-77.8884,1840005160
Meyersdale,Pennsylvania,39.8133,-79.0277,1840003740
Effort,Pennsylvania,40.9436,-75.4390,1840026362
York Springs,Pennsylvania,40.0094,-77.1158,1840000687
South Waverly,Pennsylvania,41.9955,-76.5441,1840000518
New Columbia,Pennsylvania,41.0423,-76.8763,1840024211
Waller,Pennsylvania,41.2337,-76.4216,1840005006
Chalfont,Pennsylvania,40.2894,-75.2096,1840001319
Mercersburg,Pennsylvania,39.8319,-77.9029,1840001412
Greens Landing,Pennsylvania,41.9312,-76.5403,1840043404
Bethel,Pennsylvania,40.4764,-76.2906,1840026443
Silkworth,Pennsylvania,41.2698,-76.0749,1840026336
Northampton,Pennsylvania,40.6866,-75.4904,1840000975
Browntown,Pennsylvania,41.3138,-75.7826,1840034880
Markleysburg,Pennsylvania,39.7363,-79.4516,1840000663
Carlisle,Pennsylvania,40.1999,-77.2043,1840001386
Cambridge Springs,Pennsylvania,41.8018,-80.0597,1840000551
Kennerdell,Pennsylvania,41.2787,-79.8219,1840024144
California,Pennsylvania,40.0692,-79.9152,1840003642
Loretto,Pennsylvania,40.5086,-78.6350,1840001119
Lyons,Pennsylvania,40.4807,-75.7591,1840001182
Plains,Pennsylvania,41.2758,-75.8518,1840025529
Jeannette,Pennsylvania,40.3277,-79.6139,1840001141
Coburn,Pennsylvania,40.8653,-77.4632,1840005156
Pocono Springs,Pennsylvania,41.2797,-75.4016,1840035392
Moscow,Pennsylvania,41.3417,-75.5316,1840003386
Folcroft,Pennsylvania,39.8891,-75.2770,1840000698
Lincoln University,Pennsylvania,39.8065,-75.9279,1840043361
Venango,Pennsylvania,41.7727,-80.1121,1840000564
Beaverdale,Pennsylvania,40.3242,-78.7013,1840034861
West Kittanning,Pennsylvania,40.8122,-79.5312,1840000880
Homer City,Pennsylvania,40.5403,-79.1597,1840000996
Hemlock Farms,Pennsylvania,41.3157,-75.0515,1840035012
Middletown,Pennsylvania,40.2010,-76.7289,1840001291
Canton,Pennsylvania,41.6566,-76.8529,1840000512
Verona,Pennsylvania,40.5050,-79.8419,1840001268
Upland,Pennsylvania,39.8562,-75.3795,1840000714
Arnot,Pennsylvania,41.6623,-77.1222,1840026233
Coraopolis,Pennsylvania,40.5148,-80.1627,1840001220
Cochranville,Pennsylvania,39.8905,-75.9241,1840026541
Carmichaels,Pennsylvania,39.8976,-79.9750,1840000717
Nuremberg,Pennsylvania,40.9378,-76.1685,1840005211
Nittany,Pennsylvania,40.9947,-77.5521,1840024194
Scalp Level,Pennsylvania,40.2495,-78.8442,1840001124
Harrison City,Pennsylvania,40.3544,-79.6506,1840005387
Carnot-Moon,Pennsylvania,40.5187,-80.2178,1840073606
Paxtonia,Pennsylvania,40.3166,-76.7884,1840005399
North Charleroi,Pennsylvania,40.1500,-79.9084,1840003663
Reading,Pennsylvania,40.3400,-75.9267,1840001185
Karns City,Pennsylvania,40.9970,-79.7263,1840000868
Shippensburg,Pennsylvania,40.0485,-77.5227,1840001395
Parryville,Pennsylvania,40.8243,-75.6701,1840003565
Weigelstown,Pennsylvania,39.9843,-76.8315,1840005509
Mars,Pennsylvania,40.6969,-80.0141,1840000869
Pennwyn,Pennsylvania,40.2895,-75.9731,1840035149
Blairsville,Pennsylvania,40.4325,-79.2599,1840000990
Beavertown,Pennsylvania,40.7522,-77.1693,1840002795
Potlicker Flats,Pennsylvania,40.7270,-77.6078,1840042767
Riverview Park,Pennsylvania,40.3912,-75.9510,1840035173
Cokeburg,Pennsylvania,40.1001,-80.0656,1840003648
Jerseytown,Pennsylvania,41.0889,-76.5805,1840005001
Homeacre-Lyndora,Pennsylvania,40.8721,-79.9211,1840073691
Ulysses,Pennsylvania,41.9030,-77.7548,1840003311
Falls Creek,Pennsylvania,41.1421,-78.8067,1840000780
Maple Glen,Pennsylvania,40.1778,-75.1793,1840035082
Muncy,Pennsylvania,41.2021,-76.7854,1840000633
Shippingport,Pennsylvania,40.6250,-80.4220,1840001030
Sewickley Hills,Pennsylvania,40.5680,-80.1271,1840001261
Stockertown,Pennsylvania,40.7547,-75.2627,1840000980
Glenburn,Pennsylvania,41.5165,-75.7256,1840034989
Prospect Park,Pennsylvania,39.8858,-75.3074,1840000707
Sellersville,Pennsylvania,40.3600,-75.3083,1840001313
Reinholds,Pennsylvania,40.2697,-76.1218,1840024344
New Holland,Pennsylvania,40.1008,-76.0900,1840003725
Marion Center,Pennsylvania,40.7705,-79.0472,1840002786
Railroad,Pennsylvania,39.7596,-76.6961,1840001460
Englewood,Pennsylvania,40.7814,-76.2449,1840034951
Adamsville,Pennsylvania,41.5114,-80.3705,1840004802
Linntown,Pennsylvania,40.9566,-76.9002,1840035066
East Berwick,Pennsylvania,41.0654,-76.2208,1840034938
Seven Valleys,Pennsylvania,39.8545,-76.7667,1840001462
Lattimer,Pennsylvania,40.9930,-75.9606,1840035049
Foot of Ten,Pennsylvania,40.4182,-78.4612,1840026414
Meadowood,Pennsylvania,40.8442,-79.8939,1840035429
Crabtree,Pennsylvania,40.3639,-79.4694,1840005386
West Chester,Pennsylvania,39.9601,-75.6058,1840001436
Fountain Hill,Pennsylvania,40.6029,-75.3961,1840001049
Johnsonburg,Pennsylvania,41.4913,-78.6791,1840000616
Slippery Rock,Pennsylvania,41.0695,-80.0580,1840000874
Eddystone,Pennsylvania,39.8566,-75.3342,1840000697
Milesburg,Pennsylvania,40.9426,-77.7920,1840000825
Wattsburg,Pennsylvania,42.0029,-79.8070,1840000487
Pine Ridge,Pennsylvania,41.1355,-74.9923,1840035456
Orwin,Pennsylvania,40.5839,-76.5314,1840035139
Saxonburg,Pennsylvania,40.7510,-79.8150,1840000873
Wesleyville,Pennsylvania,42.1369,-80.0123,1840000488
Blue Ridge Summit,Pennsylvania,39.7255,-77.4691,1840026532
Allentown,Pennsylvania,40.5961,-75.4755,1840001044
Leeper,Pennsylvania,41.3704,-79.3056,1840026328
Warrior Run,Pennsylvania,41.1876,-75.9505,1840000772
Albion,Pennsylvania,41.8904,-80.3641,1840000473
Hublersburg,Pennsylvania,40.9623,-77.6069,1840024190
Felton,Pennsylvania,39.8570,-76.5611,1840001445
Jackson Center,Pennsylvania,41.2730,-80.1397,1840000733
Bowers,Pennsylvania,40.4848,-75.7423,1840026445
Ramey,Pennsylvania,40.8017,-78.3994,1840003503
Bangor,Pennsylvania,40.8678,-75.2085,1840000966
Riceville,Pennsylvania,41.7792,-79.8045,1840004805
Revloc,Pennsylvania,40.4914,-78.7636,1840026422
Lake Heritage,Pennsylvania,39.8098,-77.1854,1840035412
Loganton,Pennsylvania,41.0338,-77.3023,1840003451
Millbourne,Pennsylvania,39.9638,-75.2527,1840000703
Ligonier,Pennsylvania,40.2450,-79.2375,1840001143
Hokendauqua,Pennsylvania,40.6585,-75.4952,1840035017
Boiling Springs,Pennsylvania,40.1592,-77.1390,1840005484
Alexandria,Pennsylvania,40.5583,-78.0997,1840001062
Gold Key Lake,Pennsylvania,41.3145,-74.9434,1840035389
Ranshaw,Pennsylvania,40.7858,-76.5173,1840035168
Bowmansville,Pennsylvania,40.2030,-76.0198,1840024330
Lemont,Pennsylvania,40.8120,-77.8161,1840005164
Robinson,Pennsylvania,40.4048,-79.1383,1840026400
Patton,Pennsylvania,40.6325,-78.6499,1840001121
Ursina,Pennsylvania,39.8153,-79.3325,1840003749
Coaldale,Pennsylvania,40.8197,-75.9161,1840002755
York Haven,Pennsylvania,40.1106,-76.7149,1840001474
Youngsville,Pennsylvania,41.8524,-79.3167,1840003335
Worthville,Pennsylvania,41.0251,-79.1405,1840003476
Blandburg,Pennsylvania,40.6838,-78.4158,1840026423
Penn,Pennsylvania,40.3293,-79.6420,1840001156
Westland,Pennsylvania,40.2789,-80.2732,1840024317
Hilldale,Pennsylvania,41.2869,-75.8356,1840035016
Kittanning,Pennsylvania,40.8279,-79.5233,1840003519
Oxford,Pennsylvania,39.7859,-75.9801,1840001431
Gallitzin,Pennsylvania,40.4809,-78.5547,1840001113
Idaville,Pennsylvania,40.0199,-77.2034,1840026584
Cochranton,Pennsylvania,41.5192,-80.0470,1840000553
Reamstown,Pennsylvania,40.2113,-76.1180,1840005488
Portland,Pennsylvania,40.9215,-75.0984,1840000978
Trooper,Pennsylvania,40.1489,-75.3995,1840005470
Lawrence,Pennsylvania,40.3042,-80.1185,1840024312
Palmerton,Pennsylvania,40.8023,-75.6160,1840003564
Pine Grove,Pennsylvania,40.5534,-76.3860,1840002772
Sykesville,Pennsylvania,41.0475,-78.8185,1840003474
Saltillo,Pennsylvania,40.2117,-78.0062,1840001076
Danville,Pennsylvania,40.9615,-76.6120,1840000854
Newell,Pennsylvania,40.0748,-79.8897,1840000665
South New Castle,Pennsylvania,40.9747,-80.3457,1840000940
Mount Pleasant Mills,Pennsylvania,40.7230,-77.0214,1840005360
Allport,Pennsylvania,40.9660,-78.2065,1840026354
Northern Cambria,Pennsylvania,40.6561,-78.7784,1840001097
Dayton,Pennsylvania,40.8812,-79.2411,1840000885
Beaver Falls,Pennsylvania,40.7620,-80.3225,1840001013
Factoryville,Pennsylvania,41.5602,-75.7822,1840000576
South Heights,Pennsylvania,40.5746,-80.2363,1840001031
Mammoth,Pennsylvania,40.1987,-79.4629,1840026442
Chester,Pennsylvania,39.8456,-75.3719,1840000690
Fairview-Ferndale,Pennsylvania,40.7803,-76.5755,1840073577
Fullerton,Pennsylvania,40.6308,-75.4834,1840034977
Dunlevy,Pennsylvania,40.1128,-79.8588,1840003651
Sweden Valley,Pennsylvania,41.7594,-77.9538,1840026238
Lawnton,Pennsylvania,40.2638,-76.7978,1840035053
Bethany,Pennsylvania,41.6143,-75.2873,1840003312
Black Lick,Pennsylvania,40.4715,-79.1884,1840005347
Cornwells Heights,Pennsylvania,40.0771,-74.9516,1840035324
Bridgewater,Pennsylvania,40.7060,-80.3002,1840001014
Etna,Pennsylvania,40.4975,-79.9476,1840001231
Clarks Green,Pennsylvania,41.5009,-75.6952,1840003377
McDonald,Pennsylvania,40.3701,-80.2323,1840001353
West Pittsburg,Pennsylvania,40.9310,-80.3591,1840026380
Penn Lake Park,Pennsylvania,41.1153,-75.7733,1840000765
Susquehanna Depot,Pennsylvania,41.9438,-75.6040,1840066084
Huntingdon,Pennsylvania,40.5000,-78.0098,1840001068
Addison,Pennsylvania,39.7452,-79.3344,1840003729
Jessup,Pennsylvania,41.4622,-75.5478,1840003383
West Wyoming,Pennsylvania,41.3217,-75.8578,1840000775
Pocono Mountain Lake Estates,Pennsylvania,41.1567,-74.9646,1840035158
Duncansville,Pennsylvania,40.4263,-78.4303,1840001082
Paxtang,Pennsylvania,40.2623,-76.8342,1840001293
Monroe,Pennsylvania,41.7124,-76.4759,1840066079
Conneaut Lake,Pennsylvania,41.6024,-80.3094,1840000554
Plymptonville,Pennsylvania,41.0426,-78.4466,1840035434
Malvern,Pennsylvania,40.0329,-75.5146,1840001429
Saw Creek,Pennsylvania,41.1197,-75.0465,1840035379
Hastings,Pennsylvania,40.6647,-78.7094,1840001115
Schuylkill Haven,Pennsylvania,40.6284,-76.1729,1840002778
Beaver Springs,Pennsylvania,40.7449,-77.2168,1840005359
Bressler,Pennsylvania,40.2318,-76.8191,1840034875
Dormont,Pennsylvania,40.3941,-80.0377,1840001222
Penn Estates,Pennsylvania,41.0346,-75.2417,1840035454
Heidelberg,Pennsylvania,40.3915,-80.0923,1840001237
Lumber City,Pennsylvania,40.6583,-77.6014,1840035075
Saxton,Pennsylvania,40.2127,-78.2470,1840001406
Renovo,Pennsylvania,41.3314,-77.7498,1840003453
Dry Tavern,Pennsylvania,39.9399,-80.0095,1840026595
Level Green,Pennsylvania,40.3902,-79.7215,1840026433
Flourtown,Pennsylvania,40.1039,-75.2069,1840034968
Strausstown,Pennsylvania,40.4911,-76.1823,1840001191
Rouzerville,Pennsylvania,39.7340,-77.5280,1840005496
Blue Bell,Pennsylvania,40.1474,-75.2687,1840034868
Hudson,Pennsylvania,41.2773,-75.8312,1840035024
Kelayres,Pennsylvania,40.9007,-76.0045,1840035040
Folsom,Pennsylvania,39.8924,-75.3286,1840034970
Sylvania,Pennsylvania,41.8029,-76.8607,1840000519
Timber Hills,Pennsylvania,40.2456,-76.4837,1840035416
Ehrenfeld,Pennsylvania,40.3743,-78.7761,1840001110
Leesport,Pennsylvania,40.4451,-75.9684,1840001180
Bradenville,Pennsylvania,40.3236,-79.3403,1840026429
Penn State Erie,Pennsylvania,42.1185,-79.9818,1840043382
Star Junction,Pennsylvania,40.0610,-79.7660,1840026565
South Renovo,Pennsylvania,41.3244,-77.7430,1840035202
Timblin,Pennsylvania,40.9673,-79.1990,1840003475
South Connellsville,Pennsylvania,39.9946,-79.5807,1840000670
New Salem,Pennsylvania,39.9037,-76.7913,1840001458
Rebersburg,Pennsylvania,40.9427,-77.4439,1840005162
Oswayo,Pennsylvania,41.9207,-78.0205,1840003309
New Jerusalem,Pennsylvania,40.4455,-75.7530,1840026464
Westwood,Pennsylvania,39.9702,-75.8555,1840026542
Waterford,Pennsylvania,41.9449,-79.9855,1840000486
Atlas,Pennsylvania,40.7974,-76.4288,1840034851
Lilly,Pennsylvania,40.4244,-78.6202,1840001117
Avalon,Pennsylvania,40.5010,-80.0680,1840001200
Lansford,Pennsylvania,40.8331,-75.8847,1840000932
Baileyville,Pennsylvania,40.7110,-77.9924,1840025531
Pocono Ranch Lands,Pennsylvania,41.1779,-74.9584,1840035395
Enhaut,Pennsylvania,40.2324,-76.8254,1840034952
McMurray,Pennsylvania,40.2815,-80.0874,1840005434
Arona,Pennsylvania,40.2683,-79.6578,1840003625
Orviston,Pennsylvania,41.1073,-77.7533,1840024195
Mount Cobb,Pennsylvania,41.4215,-75.5005,1840035315
Ashland,Pennsylvania,40.7811,-76.3451,1840002753
Elderton,Pennsylvania,40.6945,-79.3421,1840003515
Oval,Pennsylvania,41.1522,-77.1744,1840026313
Lake Meade,Pennsylvania,39.9836,-77.0421,1840035413
Lima,Pennsylvania,39.9194,-75.4416,1840035060
Springdale,Pennsylvania,40.5409,-79.7820,1840001263
Butler,Pennsylvania,40.8615,-79.8962,1840000857
Emmaus,Pennsylvania,40.5352,-75.4978,1840001048
Harveys Lake,Pennsylvania,41.3625,-76.0384,1840000752
Northumberland,Pennsylvania,40.8959,-76.7938,1840000847
Elizabethville,Pennsylvania,40.5472,-76.8160,1840001285
Williamsburg,Pennsylvania,40.4627,-78.2045,1840001088
Summit Station,Pennsylvania,40.5614,-76.1998,1840005219
Conestoga,Pennsylvania,39.9450,-76.3368,1840024332
James City,Pennsylvania,41.6180,-78.8443,1840026303
Marienville,Pennsylvania,41.4687,-79.1181,1840024142
White Mills,Pennsylvania,41.5350,-75.2021,1840026240
Fawn Lake Forest,Pennsylvania,41.5158,-75.0548,1840035394
Worthington,Pennsylvania,40.8380,-79.6349,1840000881
Union City,Pennsylvania,41.8970,-79.8437,1840000485
Fairchance,Pennsylvania,39.8251,-79.7540,1840000661
Pottsville,Pennsylvania,40.6798,-76.2092,1840002775
Landingville,Pennsylvania,40.6256,-76.1235,1840002762
Broad Top City,Pennsylvania,40.2012,-78.1406,1840001064
Vintondale,Pennsylvania,40.4795,-78.9114,1840001127
Salladasburg,Pennsylvania,41.2783,-77.2275,1840000635
Littlestown,Pennsylvania,39.7452,-77.0891,1840000684
Little Britain,Pennsylvania,39.7745,-76.1121,1840024341
Pitcairn,Pennsylvania,40.4079,-79.7765,1840001253
Rew,Pennsylvania,41.8992,-78.5388,1840026235
Aliquippa,Pennsylvania,40.6155,-80.2547,1840001009
Boothwyn,Pennsylvania,39.8357,-75.4453,1840005548
Hunterstown,Pennsylvania,39.8826,-77.1569,1840026581
South Bethlehem,Pennsylvania,40.9991,-79.3395,1840035294
Philadelphia,Pennsylvania,40.0077,-75.1339,1840000673
Blakely,Pennsylvania,41.4859,-75.6012,1840003375
Georgetown,Pennsylvania,40.6417,-80.4994,1840001023
New Hope,Pennsylvania,40.3616,-74.9574,1840001328
Conshohocken,Pennsylvania,40.0772,-75.3035,1840003697
Shoemakersville,Pennsylvania,40.5004,-75.9700,1840001189
Mount Wolf,Pennsylvania,40.0616,-76.7054,1840001456
Patterson Heights,Pennsylvania,40.7391,-80.3263,1840001029
Little Meadows,Pennsylvania,41.9891,-76.1277,1840003324
Sheatown,Pennsylvania,41.1938,-76.0188,1840035193
Dallas,Pennsylvania,41.3306,-75.9736,1840000745
Montgomery,Pennsylvania,41.1709,-76.8740,1840000631
Atwood,Pennsylvania,40.7501,-79.2601,1840000884
East York,Pennsylvania,39.9687,-76.6759,1840034943
Callery,Pennsylvania,40.7394,-80.0380,1840000858
Fort Loudon,Pennsylvania,39.9219,-77.9073,1840026529
Geistown,Pennsylvania,40.2934,-78.8726,1840001114
North Braddock,Pennsylvania,40.4023,-79.8533,1840001248
Shanksville,Pennsylvania,40.0173,-78.9069,1840003746
Sheppton,Pennsylvania,40.8960,-76.1187,1840005218
New Cumberland,Pennsylvania,40.2298,-76.8763,1840001391
Benton,Pennsylvania,41.1955,-76.3847,1840003483
Evansburg,Pennsylvania,40.1899,-75.4348,1840034955
Eagleview,Pennsylvania,40.0598,-75.6789,1840040475
Progress,Pennsylvania,40.2905,-76.8382,1840035164
Millsboro,Pennsylvania,39.9902,-80.0022,1840024313
Brentwood,Pennsylvania,40.3734,-79.9757,1840001212
East Lansdowne,Pennsylvania,39.9440,-75.2608,1840000696
Hopewell,Pennsylvania,40.1345,-78.2665,1840001399
Ivyland,Pennsylvania,40.2083,-75.0733,1840001323
Ellsworth,Pennsylvania,40.1074,-80.0214,1840003654
Dushore,Pennsylvania,41.5249,-76.3988,1840003435
Richfield,Pennsylvania,40.6868,-77.1140,1840035170
Eldred,Pennsylvania,41.9562,-78.3818,1840000524
Beech Mountain Lakes,Pennsylvania,41.0415,-75.9323,1840035447
Clifton Heights,Pennsylvania,39.9301,-75.2958,1840000692
Lawrenceville,Pennsylvania,41.9959,-77.1304,1840003299
Seven Springs,Pennsylvania,40.0251,-79.2934,1840001417
Sunbury,Pennsylvania,40.8617,-76.7874,1840000851
Foxburg,Pennsylvania,41.1459,-79.6802,1840003456
Mifflintown,Pennsylvania,40.5714,-77.3950,1840003620
Flying Hills,Pennsylvania,40.2788,-75.9164,1840035423
Ravine,Pennsylvania,40.5686,-76.3937,1840005213
Weissport East,Pennsylvania,40.8369,-75.6863,1840073731
Wagner,Pennsylvania,40.6802,-77.3878,1840024269
Bloomfield,Pennsylvania,40.4189,-77.1889,1840066083
Ashville,Pennsylvania,40.5601,-78.5472,1840001100
New Baltimore,Pennsylvania,39.9834,-78.7720,1840003741
Yeagertown,Pennsylvania,40.6414,-77.5802,1840005372
Colver,Pennsylvania,40.5426,-78.7892,1840005379
New Tripoli,Pennsylvania,40.6773,-75.7498,1840026407
Harleysville,Pennsylvania,40.2791,-75.3872,1840005463
Cross Creek,Pennsylvania,40.3265,-80.4091,1840024308
Halifax,Pennsylvania,40.4643,-76.9330,1840001287
Treasure Lake,Pennsylvania,41.1713,-78.7173,1840005151
Garrett,Pennsylvania,39.8644,-79.0619,1840003736
Beurys Lake,Pennsylvania,40.7194,-76.3797,1840035410
Hallstead,Pennsylvania,41.9617,-75.7471,1840003321
New Kensington,Pennsylvania,40.5711,-79.7521,1840001151
Delaware Water Gap,Pennsylvania,40.9750,-75.1392,1840003510
Conway,Pennsylvania,40.6674,-80.2411,1840001015
DuBois,Pennsylvania,41.1225,-78.7564,1840035398
Penn Wynne,Pennsylvania,39.9867,-75.2715,1840035305
Sharpsburg,Pennsylvania,40.4940,-79.9251,1840001262
Mount Union,Pennsylvania,40.3845,-77.8824,1840001072
Bethel Park,Pennsylvania,40.3239,-80.0364,1840001206
Blue Ball,Pennsylvania,40.1157,-76.0517,1840026527
Virginville,Pennsylvania,40.5191,-75.8638,1840035240
Stony Creek Mills,Pennsylvania,40.3494,-75.8641,1840026457
Hershey,Pennsylvania,40.2806,-76.6458,1840005400
Dawson,Pennsylvania,40.0473,-79.6573,1840001502
Landisburg,Pennsylvania,40.3430,-77.3058,1840001301
Christiana,Pennsylvania,39.9545,-75.9970,1840003712
Hop Bottom,Pennsylvania,41.7053,-75.7674,1840003322
Westfield,Pennsylvania,41.9176,-77.5402,1840003305
West York,Pennsylvania,39.9533,-76.7610,1840001467
Paris,Pennsylvania,40.4104,-80.5067,1840026503
Bryn Mawr,Pennsylvania,40.0227,-75.3156,1840005456
Greenock,Pennsylvania,40.3125,-79.8036,1840026475
Hartleton,Pennsylvania,40.9002,-77.1564,1840003530
Liberty,Pennsylvania,40.3244,-79.8589,1840001241
Dauphin,Pennsylvania,40.3683,-76.9296,1840001284
Cherry Valley,Pennsylvania,41.1594,-79.8012,1840000859
Kistler,Pennsylvania,40.3769,-77.8654,1840003591
Midway,Pennsylvania,40.3687,-80.2912,1840003660
Exeter,Pennsylvania,41.3338,-75.8214,1840000749
East Side,Pennsylvania,41.0621,-75.7595,1840000930
Shenandoah Heights,Pennsylvania,40.8322,-76.2061,1840035194
Ernest,Pennsylvania,40.6782,-79.1645,1840000994
Fayette City,Pennsylvania,40.1007,-79.8392,1840000662
Bobtown,Pennsylvania,39.7603,-79.9844,1840026585
Alburtis,Pennsylvania,40.5090,-75.6001,1840001043
Trevose,Pennsylvania,40.1509,-74.9820,1840024296
Stonerstown,Pennsylvania,40.2155,-78.2572,1840026525
Roseto,Pennsylvania,40.8778,-75.2204,1840000979
Slippery Rock University,Pennsylvania,41.0647,-80.0420,1840043348
Elizabeth,Pennsylvania,40.2716,-79.8872,1840001229
Lucerne Mines,Pennsylvania,40.5559,-79.1558,1840005353
Nanticoke,Pennsylvania,41.2004,-76.0003,1840000761
Allison,Pennsylvania,39.9853,-79.8732,1840026568
Phoenixville,Pennsylvania,40.1358,-75.5201,1840001433
Linesville,Pennsylvania,41.6563,-80.4221,1840000557
Eagles Mere,Pennsylvania,41.4102,-76.5832,1840003436
Newport,Pennsylvania,40.4792,-77.1336,1840001306
Big Beaver,Pennsylvania,40.8233,-80.3633,1840035408
Fairdale,Pennsylvania,39.8901,-79.9680,1840000716
Uniontown,Pennsylvania,39.8994,-79.7244,1840000671
Ambler,Pennsylvania,40.1565,-75.2215,1840003693
